orig_header,header,count
"מדד לאיפיון טופוגרפיה, דירוג סטיית התקן של הגבהים מעל פני הים, במטרים -","מדד לאיפיון טופוגרפיה, ערך סטיית התקן של הגבהים מעל פני הים, במטרים -",2
"מדד לאיפיון טופוגרפיה, דירוג של שיפוע ממוצע של המרקם העירוני, על רשת התאים 25X25 מטרים -","מדד לאיפיון טופוגרפיה, ציון תקן של שיפוע ממוצע של המרקם העירוני, על רשת התאים 25X25 מטרים -",2
"מדד לאיפיון טופוגרפיה, טווח הגבהים מעל פני הים במטרים, לפי רשת התאים 25X25 מטרים על המרקם העירוני -","מדד לאיפיון טופוגרפיה, טווח הגבהים מעל פני הים במטרים, לפי רשת התאים 25X25 מטרים על המרקם העירוני -",2
"מדד לאיפיון טופוגרפיה, ממוצע הגבהים מעל פני הים במטרים, לפי רשת התאים 25X25 מטרים על המרקם העירוני -","מדד לאיפיון טופוגרפיה, טווח הגבהים מעל פני הים במטרים, לפי רשת התאים 25X25 מטרים על המרקם העירוני -",2
"מדד לאיפיון טופוגרפיה, ערך ממוצע ציוני תקן של סטיית התקן של הגבהים, ושל שיפוע הממוצע -","מדד לאיפיון טופוגרפיה, ערך ממוצע ציוני תקן של סטיית התקן של הגבהים, ושל שיפוע הממוצע -",2
"מדד לאיפיון טופוגרפיה, ערך סטיית התקן של הגבהים מעל פני הים, במטרים -","מדד לאיפיון טופוגרפיה, ערך סטיית התקן של הגבהים מעל פני הים, במטרים -",2
"מדד לאיפיון טופוגרפיה, ערך של שיפוע ממוצע של המרקם העירוני במעלות, על רשת התאים 25X25 מטרים -","מדד לאיפיון טופוגרפיה, ערך של שיפוע ממוצע של המרקם העירוני במעלות, על רשת התאים 25X25 מטרים -",1
"מדד לאיפיון טופוגרפיה, ציון סטיית התקן של הגבהים מעל פני הים, במטרים -","מדד לאיפיון טופוגרפיה, ציון סטיית התקן של הגבהים מעל פני הים, במטרים -",1
"מדד לאיפיון טופוגרפיה, ציון תקן של שיפוע ממוצע של המרקם העירוני, על רשת התאים 25X25 מטרים -","מדד לאיפיון טופוגרפיה, ציון תקן של שיפוע ממוצע של המרקם העירוני, על רשת התאים 25X25 מטרים -",2
"מדד פריפריאליות - אשכול: (מ-1 עד 10, 1 הפריפריאלי ביותר)","מדד פריפריאליות - אשכול: (מ-1 עד 10, 1 הפריפריאלי ביותר)",1
"מדד פריפריאליות - דירוג לפי מרכיבי המדד: מדד נגישות פוטנציאלית (מ-1 עד 252, 1 הנגישות הנמוכה ביותר)","מדד פריפריאליות - דירוג לפי מרכיבי המדד: מדד נגישות פוטנציאלית (מ-1 עד 252, 1 הנגישות הנמוכה ביותר)",1
"מדד פריפריאליות - דירוג לפי מרכיבי המדד: קרבה לגבול מחוז תל אביב (מ-1 עד 252, 1 המרוחק ביותר)","מדד פריפריאליות - דירוג לפי מרכיבי המדד: קרבה לגבול מחוז תל אביב (מ-1 עד 252, 1 המרוחק ביותר)",1
"מדד פריפריאליות - דירוג: (מ-1 עד 252, 1 הפריפריאלי ביותר)","מדד פריפריאליות - דירוג: (מ-1 עד 252, 1 הפריפריאלי ביותר)",1
מדד פריפריאליות - ערך מדד,מדד פריפריאליות - ערך מדד,1
מדד פריפריאליות - רמה לפי קבוצת אשכול,מדד פריפריאליות - רמה לפי קבוצת אשכול,1
"מדד קומפקטיות - אשכול (מ-1 עד 10, 1 הקומפקטי ביותר)","מדד קומפקטיות - אשכול (מ-1 עד 10, 1 הקומפקטי ביותר)",1
"מדד קומפקטיות - דירוג (מ-1 עד 197, 1 הקומפקטי ביותר)","מדד קומפקטיות - דירוג (מ-1 עד 197, 1 הקומפקטי ביותר)",1
מדד קומפקטיות - דירוג,מדד קומפקטיות - דירוג,1
מדד קומפקטיות - ציון תקן,מדד קומפקטיות - ציון תקן,1
"מדד קומפקטיות אשכול (מ-1 עד 10, 1 הגבוה ביותר)","מדד קומפקטיות אשכול (מ-1 עד 10, 1 הגבוה ביותר)",1
מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - לא ידוע (באחוזים),מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - לא ידוע (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - לא מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - מרוצים - סך הכל (באחוזים),2
"מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)",2
"מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - מרוצים (""מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)",2
מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - מרוצים - סך הכל (באחוזים),2
מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - לא ידוע (באחוזים),מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - לא ידוע (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - לא מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - מרוצים - סך הכל (באחוזים),2
"מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)",2
"מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - מרוצים (""מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)",2
מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - מרוצים - סך הכל (באחוזים),2
מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - לא ידוע (באחוזים),מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - לא ידוע (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - לא מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - מרוצים - סך הכל (באחוזים),2
"מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)",2
"מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - מרוצים (""מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)",2
מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - מרוצים - סך הכל (באחוזים),2
מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - לא ידוע (באחוזים),מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - לא ידוע (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - לא מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - מרוצים - סך הכל (באחוזים),2
"מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)",2
"מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - מרוצים (""מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)",2
מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - מרוצים - סך הכל (באחוזים),2
מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - לא ידוע (באחוזים),מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - לא ידוע (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - לא מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - מרוצים - סך הכל (באחוזים),2
"מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)",2
"מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - מרוצים (""מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)",2
מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - מרוצים - סך הכל (באחוזים),2
מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - לא ידוע (באחוזים),מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - לא ידוע (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - לא מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - מרוצים - סך הכל (באחוזים),2
"מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)",2
"מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - מרוצים (""מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)",2
מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - מרוצים - סך הכל (באחוזים),2
מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - לא ידוע (באחוזים),מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - לא ידוע (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - לא מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - מרוצים - סך הכל (באחוזים),2
"מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)",2
"מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - מרוצים (""מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)",2
מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - מרוצים - סך הכל (באחוזים),2
"מדדים סובייקטיביים - שביעות רצון משירות שקיבלו מהעירייה1 - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון משירות שקיבלו מהעירייה1 - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון משירות שקיבלו מהעירייה1 - לא מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון משירות שקיבלו מהעירייה1 - מרוצים - סך הכל (באחוזים),2
"מדדים סובייקטיביים - שביעות רצון משירות שקיבלו מהעירייה1 - מרוצים (""מרוצה מאוד"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון משירות שקיבלו מהעירייה1 - מרוצים (""מרוצה מאוד"") (באחוזים)",2
"מדדים סובייקטיביים - שביעות רצון משירות שקיבלו מהעירייה1 - מרוצים (""מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון משירות שקיבלו מהעירייה1 - מרוצים (""מרוצה מאוד"") (באחוזים)",2
מדדים סובייקטיביים - שביעות רצון משירות שקיבלו מהעירייה1 - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון משירות שקיבלו מהעירייה1 - מרוצים - סך הכל (באחוזים),2
מדדים סובייקטיביים - שביעות רצון משירות שקיבלו מהעירייה1- לא ידוע (באחוזים),מדדים סובייקטיביים - שביעות רצון משירות שקיבלו מהעירייה1- לא ידוע (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון משירות שקיבלו מהעירייה1- לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון משירות שקיבלו מהעירייה1- לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון מתפקוד העירייה - לא ידוע (באחוזים),מדדים סובייקטיביים - שביעות רצון מתפקוד העירייה - לא ידוע (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון מתפקוד העירייה - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מתפקוד העירייה - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון מתפקוד העירייה - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מתפקוד העירייה - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון מתפקוד העירייה - לא מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מתפקוד העירייה - מרוצים - סך הכל (באחוזים),2
"מדדים סובייקטיביים - שביעות רצון מתפקוד העירייה - מרוצים (""מרוצה מאוד"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מתפקוד העירייה - מרוצים (""מרוצה מאוד"") (באחוזים)",2
"מדדים סובייקטיביים - שביעות רצון מתפקוד העירייה - מרוצים (""מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מתפקוד העירייה - מרוצים (""מרוצה מאוד"") (באחוזים)",2
מדדים סובייקטיביים - שביעות רצון מתפקוד העירייה - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מתפקוד העירייה - מרוצים - סך הכל (באחוזים),2
מוסלמים (אחוז),מוסלמים (אחוז),1
מוסלמים (אחוזים),מוסלמים (אחוזים),1
מושבים (לרבות כפרים שיתופיים),מושבים (לרבות כפרים שיתופיים),1
מושבים שיתופיים,מושבים שיתופיים,1
מושבים,מושבים,1
מחוז,מחוז,1
מטעים -אחוז משטח השיפוט,מטעים -אחוז משטח השיפוט,1
"מטעים, פרדסים ועצי זית - אחוז משטח השיפוט","מטעים, פרדסים ועצי זית - אחוז משטח השיפוט",1
"מטעים, פרדסים ועצי זית - שטח בקמ""ר","מטעים, פרדסים ועצי זית - שטח בקמ""ר",1
"מטעים-שטח בקמ""ר -","מטעים-שטח בקמ""ר -",1
"מכוניות פרטיות - סה""כ","מכוניות פרטיות - סה""כ",1
"מכוניות פרטיות - שיעור ל-1,000 תושבים","מכוניות פרטיות - שיעור ל-1,000 תושבים",1
מכלולי תחבורה אווירית -אחוז משטח השיפוט,מכלולי תחבורה אווירית -אחוז משטח השיפוט,1
"מכלולי תחבורה אווירית-שטח בקמ""ר -","מכלולי תחבורה אווירית-שטח בקמ""ר -",1
מכלולי תחבורה ימית -אחוז משטח השיפוט,מכלולי תחבורה ימית -אחוז משטח השיפוט,1
"מכלולי תחבורה ימית-שטח בקמ""ר -","מכלולי תחבורה ימית-שטח בקמ""ר -",1
מכלולי תחבורה מסילתית -אחוז משטח השיפוט,מכלולי תחבורה מסילתית -אחוז משטח השיפוט,1
"מכלולי תחבורה מסילתית-שטח בקמ""ר -","מכלולי תחבורה מסילתית-שטח בקמ""ר -",1
"מלוות לאיזון (אלפי ש""ח)","מלוות לאיזון (אלפי ש""ח)",1
מלוות לאיזון (אלפי ₪),מלוות לאיזון (אלפי ₪),1
"מלוות לאיזון (ש""ח לנפש)","מלוות לאיזון (ש""ח לנפש)",1
מלוות לאיזון (₪ לנפש),מלוות לאיזון (₪ לנפש),1
מלוות לאיזון - אחוז שינוי ראלי לעומת,מלוות לאיזון - אחוז שינוי ראלי לעומת,1
"מלוות לכיסוי גירעון (אלפי ש""ח)","מלוות לכיסוי גירעון (אלפי ש""ח)",1
"מלוות לכיסוי גירעון (ש""ח לנפש)","מלוות לכיסוי גירעון (ש""ח לנפש)",1
מלוות לכיסוי גירעון - אחוז שינוי ריאלי לעומת,מלוות לכיסוי גירעון - אחוז שינוי ריאלי לעומת,1
מלונאות ואירוח כפרי -אחוז משטח השיפוט,מלונאות ואירוח כפרי -אחוז משטח השיפוט,1
"מלונאות ואירוח כפרי-שטח בקמ""ר -","מלונאות ואירוח כפרי-שטח בקמ""ר -",1
"ממוצע המרחקים (ק""מ) -","ממוצע המרחקים (ק""מ) -",1
"ממוצע המרחקים (ק""מ)","ממוצע המרחקים (ק""מ)",1
"ממוצע המרחקים - משוקלל (ק""מ) (לראשונה בפרסום)","ממוצע המרחקים - משוקלל (ק""מ) (לראשונה בפרסום)",1
"ממוצע המרחקים - משוקלל (ק""מ)","ממוצע המרחקים - משוקלל (ק""מ)",1
"ממוצע תלמידים לכיתה - סה""כ ( -/)","ממוצע תלמידים לכיתה - סה""כ ( /)",2
"ממוצע תלמידים לכיתה - סה""כ ( /)","ממוצע תלמידים לכיתה - סה""כ ( /)",2
"ממוצע תלמידים לכיתה - סה""כ /09","ממוצע תלמידים לכיתה - סה""כ /09",1
"ממוצע תלמידים לכיתה - סה""כ /11","ממוצע תלמידים לכיתה - סה""כ /11",1
"ממוצע תלמידים לכיתה - סה""כ /12","ממוצע תלמידים לכיתה - סה""כ /12",1
"ממוצע תלמידים לכיתה - סה""כ /13","ממוצע תלמידים לכיתה - סה""כ /13",1
"ממוצע תלמידים לכיתה - סה""כ /14","ממוצע תלמידים לכיתה - סה""כ /14",1
"ממוצע תלמידים לכיתה - סה""כ /15","ממוצע תלמידים לכיתה - סה""כ /15",1
"ממוצע תלמידים לכיתה - סה""כ /","ממוצע תלמידים לכיתה - סה""כ",2
"ממוצע תלמידים לכיתה - סה""כ תש""ע /10","ממוצע תלמידים לכיתה - סה""כ תש""ע /10",1
"ממוצע תלמידים לכיתה - סה""כ","ממוצע תלמידים לכיתה - סה""כ",2
ממוצע תלמידים לכיתה בבתי ספר בחטיבות ביניים,ממוצע תלמידים לכיתה בבתי ספר בחטיבות ביניים,1
ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד) ( - /),ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד) /,1
ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד) ( /),ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד),3
ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד) /09,ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד) /09,1
ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד) /11,ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד) /11,1
ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד) /12,ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד) /12,1
ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד) /13,ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד) /13,1
ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד) /14,ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד) /14,1
ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד) /15,ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד) /15,1
ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד) /,ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד),3
"ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד) תש""ע /10","ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד) תש""ע /10",1
ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד),ממוצע תלמידים לכיתה בבתי ספר יסודיים (כולל חינוך מיוחד),3
ממוצע תלמידים לכיתה בבתי ספר על יסודיים,ממוצע תלמידים לכיתה בבתי ספר על יסודיים,2
ממוצע תלמידים לכיתה בבתי ספר על-יסודיים ( - /),ממוצע תלמידים לכיתה בבתי ספר על-יסודיים ( /),1
ממוצע תלמידים לכיתה בבתי ספר על-יסודיים ( /),ממוצע תלמידים לכיתה בבתי ספר על-יסודיים /,2
ממוצע תלמידים לכיתה בבתי ספר על-יסודיים /09,ממוצע תלמידים לכיתה בבתי ספר על-יסודיים /09,1
ממוצע תלמידים לכיתה בבתי ספר על-יסודיים /11,ממוצע תלמידים לכיתה בבתי ספר על-יסודיים /11,1
ממוצע תלמידים לכיתה בבתי ספר על-יסודיים /12,ממוצע תלמידים לכיתה בבתי ספר על-יסודיים /12,1
ממוצע תלמידים לכיתה בבתי ספר על-יסודיים /13,ממוצע תלמידים לכיתה בבתי ספר על-יסודיים /13,1
ממוצע תלמידים לכיתה בבתי ספר על-יסודיים /14,ממוצע תלמידים לכיתה בבתי ספר על-יסודיים /14,1
ממוצע תלמידים לכיתה בבתי ספר על-יסודיים /15,ממוצע תלמידים לכיתה בבתי ספר על-יסודיים /15,1
ממוצע תלמידים לכיתה בבתי ספר על-יסודיים /,ממוצע תלמידים לכיתה בבתי ספר על-יסודיים /,2
"ממוצע תלמידים לכיתה בבתי ספר על-יסודיים תש""ע /10","ממוצע תלמידים לכיתה בבתי ספר על-יסודיים תש""ע /10",1
ממוצע תלמידים לכיתה בבתי ספר על-יסודיים,ממוצע תלמידים לכיתה בבתי ספר על יסודיים,2
ממוצע תלמידים לכיתה בבתי ספר תיכוניים ( - /),ממוצע תלמידים לכיתה בבתי ספר תיכוניים ( /),1
ממוצע תלמידים לכיתה בבתי ספר תיכוניים ( /),ממוצע תלמידים לכיתה בבתי ספר תיכוניים /,1
ממוצע תלמידים לכיתה בבתי ספר תיכוניים /09,ממוצע תלמידים לכיתה בבתי ספר תיכוניים /09,1
ממוצע תלמידים לכיתה בבתי ספר תיכוניים /11,ממוצע תלמידים לכיתה בבתי ספר תיכוניים /11,1
ממוצע תלמידים לכיתה בבתי ספר תיכוניים /12,ממוצע תלמידים לכיתה בבתי ספר תיכוניים /12,1
