header,orig_header,count
"יישובים עירוניים, לא-יהודיים 2,000-4,999 תושבים","יישובים עירוניים, קיבוצים 2,000-4,999 תושבים",7
"יישובים עירוניים, קיבוצים 2,000-4,999 תושבים","יישובים עירוניים, קיבוצים 4,999-2,000 תושבים",1
יישובים קהילתיים,יישובים קהילתיים,1
ילדים בגנים של משרד החינוך,ילדים בגנים של משרד החינוך - גיל 3 /14,14
ילדים בגנים של משרד החינוך,ילדים בגנים של משרד החינוך - גיל 3 /15,14
ילדים בגנים של משרד החינוך,ילדים בגנים של משרד החינוך - גיל 4 /14,14
ילדים בגנים של משרד החינוך,ילדים בגנים של משרד החינוך - גיל 4 /15,14
ילדים בגנים של משרד החינוך,ילדים בגנים של משרד החינוך - גיל 5 /14,14
ילדים בגנים של משרד החינוך,ילדים בגנים של משרד החינוך - גיל 5 /15,14
ילדים בגנים של משרד החינוך,ילדים בגנים של משרד החינוך - גיל 6 /14,14
ילדים בגנים של משרד החינוך,ילדים בגנים של משרד החינוך - גיל 6 /15,14
ילדים בגנים של משרד החינוך,"ילדים בגנים של משרד החינוך - סה""כ /14",14
ילדים בגנים של משרד החינוך,"ילדים בגנים של משרד החינוך - סה""כ /15",14
ילדים בגנים של משרד החינוך,ילדים בגנים של משרד החינוך גיל 6 /14,14
ילדים בגנים של משרד החינוך,ילדים בגנים של משרד החינוך גיל 6 /15,14
ילדים בגנים של משרד החינוך,ילדים בגנים של משרד החינוך- גיל 5 /14,14
ילדים בגנים של משרד החינוך,ילדים בגנים של משרד החינוך- גיל 5 /15,14
ימי זכאות לדמי אבטלה (ממוצע שנתי),ימי זכאות לדמי אבטלה (ממוצע שנתי),1
יער וחורש - אחוז משטח השיפוט,יער וחורש - אחוז משטח השיפוט,2
"יער וחורש - שטח בקמ""ר","יער וחורש - שטח בקמ""ר",2
יער וחורש - אחוז משטח השיפוט,יער וחורש -אחוז משטח השיפוט,2
"יער וחורש - שטח בקמ""ר","יער וחורש-שטח בקמ""ר -",2
מגורים/אחוז מסך כל שטח שיפוט,יער וחורש/אחוז מסך כל שטח שיפוט,15
כבישים - אחוז משטח השיפוט,כבישים -אחוז משטח השיפוט,1
"כבישים - שטח בקמ""ר","כבישים-שטח בקמ""ר -",1
"כיתות - סה""כ","כיתות - סה""כ ( - /)",11
"כיתות - סה""כ","כיתות - סה""כ ( /)",11
"כיתות - סה""כ","כיתות - סה""כ /09",11
"כיתות - סה""כ","כיתות - סה""כ /11",11
"כיתות - סה""כ","כיתות - סה""כ /12",11
"כיתות - סה""כ","כיתות - סה""כ /13",11
"כיתות - סה""כ","כיתות - סה""כ /14",11
"כיתות - סה""כ","כיתות - סה""כ /15",11
"כיתות - סה""כ","כיתות - סה""כ /",11
"כיתות - סה""כ","כיתות - סה""כ תש""ע /10",11
"כיתות - סה""כ","כיתות - סה""כ",11
כיתות בבתי ספר בחטיבות ביניים,כיתות בבתי ספר בחטיבות ביניים,1
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד),כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) ( - /),11
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד),כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) ( /),11
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד),כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /09,11
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד),כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /11,11
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד),כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /12,11
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד),כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /13,11
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד),כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /14,11
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד),כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /15,11
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד),כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /,11
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד),"כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) תש""ע /10",11
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד),כיתות בבתי ספר יסודיים (כולל חינוך מיוחד),11
כיתות בבתי ספר על יסודיים,כיתות בבתי ספר על יסודיים,12
כיתות בבתי ספר על יסודיים,כיתות בבתי ספר על-יסודיים ( - /),12
כיתות בבתי ספר על יסודיים,כיתות בבתי ספר על-יסודיים ( /),12
כיתות בבתי ספר על יסודיים,כיתות בבתי ספר על-יסודיים /09,12
כיתות בבתי ספר על יסודיים,כיתות בבתי ספר על-יסודיים /11,12
כיתות בבתי ספר על יסודיים,כיתות בבתי ספר על-יסודיים /12,12
כיתות בבתי ספר על יסודיים,כיתות בבתי ספר על-יסודיים /13,12
כיתות בבתי ספר על יסודיים,כיתות בבתי ספר על-יסודיים /14,12
כיתות בבתי ספר על יסודיים,כיתות בבתי ספר על-יסודיים /15,12
כיתות בבתי ספר על יסודיים,כיתות בבתי ספר על-יסודיים /,12
כיתות בבתי ספר על יסודיים,"כיתות בבתי ספר על-יסודיים תש""ע /10",12
כיתות בבתי ספר על יסודיים,כיתות בבתי ספר על-יסודיים,12
כיתות בבתי ספר תיכוניים,כיתות בבתי ספר תיכוניים ( - /),12
כיתות בבתי ספר תיכוניים,כיתות בבתי ספר תיכוניים ( /),12
כיתות בבתי ספר תיכוניים,כיתות בבתי ספר תיכוניים /09,12
כיתות בבתי ספר תיכוניים,כיתות בבתי ספר תיכוניים /11,12
כיתות בבתי ספר תיכוניים,כיתות בבתי ספר תיכוניים /12,12
כיתות בבתי ספר תיכוניים,כיתות בבתי ספר תיכוניים /13,12
כיתות בבתי ספר תיכוניים,כיתות בבתי ספר תיכוניים /14,12
כיתות בבתי ספר תיכוניים,כיתות בבתי ספר תיכוניים /15,12
כיתות בבתי ספר תיכוניים,כיתות בבתי ספר תיכוניים /,12
כיתות בבתי ספר תיכוניים,"כיתות בבתי ספר תיכוניים תש""ע /10",12
כיתות בבתי ספר תיכוניים,כיתות בבתי ספר תיכוניים,12
כיתות בבתי ספר תיכוניים,כיתות בבתי ספר תיכונים,12
כיתות בחטיבות ביניים,כיתות בחטיבות ביניים ( - /),11
כיתות בחטיבות ביניים,כיתות בחטיבות ביניים ( /),11
כיתות בחטיבות ביניים,כיתות בחטיבות ביניים /09,11
כיתות בחטיבות ביניים,כיתות בחטיבות ביניים /11,11
כיתות בחטיבות ביניים,כיתות בחטיבות ביניים /12,11
כיתות בחטיבות ביניים,כיתות בחטיבות ביניים /13,11
כיתות בחטיבות ביניים,כיתות בחטיבות ביניים /14,11
כיתות בחטיבות ביניים,כיתות בחטיבות ביניים /15,11
כיתות בחטיבות ביניים,כיתות בחטיבות ביניים /,11
כיתות בחטיבות ביניים,"כיתות בחטיבות ביניים תש""ע /10",11
כיתות בחטיבות ביניים,כיתות בחטיבות ביניים,11
"כלי רכב מנועיים - סה""כ","כלי רכב מנועיים - סה""כ",2
"כלי רכב מנועיים - שיעור ל-1,000 תושבים","כלי רכב מנועיים - שיעור ל-1,000 תושבים",1
סמל הרשות,כללי/סמל הרשות,2
"כמות משקעים ממוצעות במ""מ (-1990)","כמות משקעים ממוצעות במ""מ (-1990)",2
"כמות משקעים ממוצעות במ""מ (-1990)","כמות משקעים ממוצעת במ""מ (-1990)",2
כרייה וחציבה - אחוז משטח השיפוט,כרייה וחציבה -אחוז משטח השיפוט,1
"כרייה וחציבה - שטח בקמ""ר","כרייה וחציבה-שטח בקמ""ר -",1
לידות חי,לידות חי,1
"מאזן הגירה - סה""כ","מאזן הגירה - סה""כ",1
"מאזן הגירה ביישוב סה""כ","מאזן הגירה ביישוב סה""כ",1
"מאזן הגירה פנימית מתוך סה""כ מאזן הגירה","מאזן הגירה פנימית מתוך סה""כ מאזן הגירה",1
מאזן הגירה פנימית,מאזן הגירה פנימית,1
"מבוטחים בקופת חולים - סה""כ","מבוטחים בקופת חולים - סה""כ (סוף שנה)",2
"מבוטחים בקופת חולים - סה""כ","מבוטחים בקופת חולים - סה""כ",2
"מבוטחים בקופת חולים - סה""כ (סוף שנה)","מבוטחים בקופת חולים סה""כ (סוף שנה)",1
מבנים חקלאיים - אחוז משטח השיפוט,מבנים חקלאיים - אחוז משטח השיפוט,1
"מבנים חקלאיים - שטח בקמ""ר","מבנים חקלאיים - שטח בקמ""ר",1
מבנים חקלאיים ללא אפיון - אחוז משטח השיפוט,מבנים חקלאיים ללא אפיון -אחוז משטח השיפוט,1
"מבנים חקלאיים ללא אפיון - שטח בקמ""ר","מבנים חקלאיים ללא אפיון-שטח בקמ""ר -",1
מגורים/אחוז מסך כל שטח שיפוט,מבנים חקלאיים/אחוז מסך כל שטח שיפוט,15
מגורים - אחוז משטח השיפוט,מגורים - אחוז משטח השיפוט,2
"מגורים - שטח בקמ""ר","מגורים - שטח בקמ""ר",2
מגורים - אחוז משטח השיפוט,מגורים-אחוז משטח השיפוט -,2
"מגורים - שטח בקמ""ר","מגורים-שטח בקמ""ר -",2
"/מגורים/שטח בקמ""ר",מגורים/אחוז מסך כל שטח שיפוט,11
"מדד אי-השוויון - שכירים (מדד ג'יני, 0 שוויון מלא)","מדד אי-השוויון - שכירים (מדד ג'יני, 0 שוויון מלא) ב-",4
"מדד אי-השוויון - שכירים (מדד ג'יני, 0 שוויון מלא)","מדד אי-השיוויון - שכירים (מדד ג'יני, 0 שוויון מלא) ב-",4
"מדד אי-השוויון - שכירים (מדד ג'יני, 0 שוויון מלא)",מדד אי-השיוויון של שכירים (ג'יני) ב-1,4
"מדד אי-השוויון - שכירים (מדד ג'יני, 0 שוויון מלא)",מדד אי-השיוויון של שכירים (ג'יני) ב-,4
"מדד חברתי-כלכלי - אשכול (מ-1 עד 10, 1 הנמוך ביותר)","מדד חברתי-כלכלי - אשכול (מ-1 עד 10, 1 הנמוך ביותר)",1
"מדד חברתי-כלכלי - דירוג (מ-1 עד 252, 1 הנמוך ביותר)","מדד חברתי-כלכלי - דירוג (מ-1 עד 252, 1 הנמוך ביותר)",1
"מדד חברתי-כלכלי - דירוג (מ-1 עד 255, 1 הנמוך ביותר)","מדד חברתי-כלכלי - דירוג (מ-1 עד 255, 1 הנמוך ביותר)",1
מדד חברתי-כלכלי - ממוצע משוקלל של ערכי מדד האזורים הסטטיסטיים,מדד חברתי-כלכלי - ממוצע משוקלל של ערכי מדד האזורים הסטטיסטיים,1
מדד חברתי-כלכלי - ממוצע משוקלל של ערכי מדד היישובים במועצה אזורית,מדד חברתי-כלכלי - ממוצע משוקלל של ערכי מדד היישובים במועצה אזורית,1
מדד חברתי-כלכלי - ממוצע משוקלל,מדד חברתי-כלכלי - ממוצע משוקלל,1
מדד חברתי-כלכלי - סטיית התקן של ערכי מדד האזורים הסטטיסטיים המשוקללת על פי גודל האוכלוסייה,מדד חברתי-כלכלי - סטיית התקן של ערכי מדד האזורים הסטטיסטיים המשוקללת על פי גודל האוכלוסייה,1
מדד חברתי-כלכלי - סטיית התקן של ערכי מדד היישובים במועצה אזורית המשוקללת על פי גודל האוכלוסייה,מדד חברתי-כלכלי - סטיית התקן של ערכי מדד היישובים במועצה אזורית המשוקללת על פי גודל האוכלוסייה,1
מדד חברתי-כלכלי - ערך מדד,מדד חברתי-כלכלי - ערך מדד,1
/מדד טופוגרפיה: ממוצע ציוני תקן של (א) ו-(ב)/ערך,מדד טופוגרפיה: ממוצע ציוני תקן של (א) ו-(ב)/אשכול,1
(א) סטיית התקן של הגבהים מעל פני הים/דירוג,מדד טופוגרפיה: ממוצע ציוני תקן של (א) ו-(ב)/דירוג,2
"מדד לאיפיון טופוגרפיה, אשכול ממוצע ציוני תקן של סטיית התקן של הגבהים, ושל שיפוע הממוצע","מדד לאיפיון טופוגרפיה, אשכול ממוצע ציוני תקן של סטיית התקן של הגבהים, ושל שיפוע הממוצע -",1
"מדד לאיפיון טופוגרפיה, גובה מינימלי מעל פני הים במטרים, לפי רשת התאים","מדד לאיפיון טופוגרפיה, גובה מינימלי מעל פני הים במטרים, לפי רשת התאים 25X25 מטרים על המרקם העירוני -",1
"מדד לאיפיון טופוגרפיה, גובה מקסימלי מעל פני הים במטרים, לפי רשת התאים","מדד לאיפיון טופוגרפיה, גובה מקסימלי מעל פני הים במטרים, לפי רשת התאים 25X25 מטרים על המרקם העירוני -",1
"מדד לאיפיון טופוגרפיה, דירוג ממוצע ציוני תקן של סטיית התקן של הגבהים, ושל שיפוע הממוצע","מדד לאיפיון טופוגרפיה, דירוג ממוצע ציוני תקן של סטיית התקן של הגבהים, ושל שיפוע הממוצע -",1
"מדד לאיפיון טופוגרפיה, ערך סטיית התקן של הגבהים מעל פני הים, במטרים","מדד לאיפיון טופוגרפיה, דירוג סטיית התקן של הגבהים מעל פני הים, במטרים -",2
"מדד לאיפיון טופוגרפיה, דירוג של שיפוע ממוצע של המרקם העירוני, על רשת התאים","מדד לאיפיון טופוגרפיה, דירוג של שיפוע ממוצע של המרקם העירוני, על רשת התאים 25X25 מטרים -",1
"מדד לאיפיון טופוגרפיה, טווח הגבהים מעל פני הים במטרים, לפי רשת התאים","מדד לאיפיון טופוגרפיה, טווח הגבהים מעל פני הים במטרים, לפי רשת התאים 25X25 מטרים על המרקם העירוני -",1
"מדד לאיפיון טופוגרפיה, ממוצע הגבהים מעל פני הים במטרים, לפי רשת התאים","מדד לאיפיון טופוגרפיה, ממוצע הגבהים מעל פני הים במטרים, לפי רשת התאים 25X25 מטרים על המרקם העירוני -",1
"מדד לאיפיון טופוגרפיה, ערך ממוצע ציוני תקן של סטיית התקן של הגבהים, ושל שיפוע הממוצע","מדד לאיפיון טופוגרפיה, ערך ממוצע ציוני תקן של סטיית התקן של הגבהים, ושל שיפוע הממוצע -",1
"מדד לאיפיון טופוגרפיה, ערך סטיית התקן של הגבהים מעל פני הים, במטרים","מדד לאיפיון טופוגרפיה, ערך סטיית התקן של הגבהים מעל פני הים, במטרים -",2
"מדד לאיפיון טופוגרפיה, ערך של שיפוע ממוצע של המרקם העירוני, על רשת התאים","מדד לאיפיון טופוגרפיה, ערך של שיפוע ממוצע של המרקם העירוני במעלות, על רשת התאים 25X25 מטרים -",1
"מדד לאיפיון טופוגרפיה, ציון סטיית התקן של הגבהים מעל פני הים, במטרים","מדד לאיפיון טופוגרפיה, ציון סטיית התקן של הגבהים מעל פני הים, במטרים -",1
"מדד לאיפיון טופוגרפיה, ציון תקן של שיפוע ממוצע של המרקם העירוני, על רשת התאים","מדד לאיפיון טופוגרפיה, ציון תקן של שיפוע ממוצע של המרקם העירוני, על רשת התאים 25X25 מטרים -",1
"מדד פריפריאליות - אשכול: (מ-1 עד 10, 1 הפריפריאלי ביותר)","מדד פריפריאליות - אשכול: (מ-1 עד 10, 1 הפריפריאלי ביותר)",1
"מדד פריפריאליות - דירוג לפי מרכיבי המדד: מדד נגישות פוטנציאלית (מ-1 עד 252, 1 הנגישות הנמוכה ביותר)","מדד פריפריאליות - דירוג לפי מרכיבי המדד: מדד נגישות פוטנציאלית (מ-1 עד 252, 1 הנגישות הנמוכה ביותר)",1
"מדד פריפריאליות - דירוג לפי מרכיבי המדד: קרבה לגבול מחוז תל אביב (מ-1 עד 252, 1 המרוחק ביותר)","מדד פריפריאליות - דירוג לפי מרכיבי המדד: קרבה לגבול מחוז תל אביב (מ-1 עד 252, 1 המרוחק ביותר)",1
"מדד פריפריאליות - דירוג: (מ-1 עד 252, 1 הפריפריאלי ביותר)","מדד פריפריאליות - דירוג: (מ-1 עד 252, 1 הפריפריאלי ביותר)",1
מדד פריפריאליות - ערך מדד,מדד פריפריאליות - ערך מדד,1
מדד פריפריאליות - רמה לפי קבוצת אשכול,מדד פריפריאליות - רמה לפי קבוצת אשכול,1
"מדד קומפקטיות - אשכול (מ-1 עד 10, 1 הקומפקטי ביותר)","מדד קומפקטיות - אשכול (מ-1 עד 10, 1 הקומפקטי ביותר)",2
"מדד קומפקטיות - דירוג (מ-1 עד 197, 1 הקומפקטי ביותר)","מדד קומפקטיות - דירוג (מ-1 עד 197, 1 הקומפקטי ביותר)",2
"מדד קומפקטיות - דירוג (מ-1 עד 197, 1 הקומפקטי ביותר)",מדד קומפקטיות - דירוג,2
מדד קומפקטיות - ציון תקן,מדד קומפקטיות - ציון תקן,1
"מדד קומפקטיות - אשכול (מ-1 עד 10, 1 הקומפקטי ביותר)","מדד קומפקטיות אשכול (מ-1 עד 10, 1 הגבוה ביותר)",2
מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - לא ידוע (באחוזים),מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - לא ידוע (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים -  לא מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - לא מרוצים - סך הכל (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - מרוצים (""מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - מרוצים (""מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - מרוצים - סך הכל (באחוזים),1
מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - לא ידוע (באחוזים),מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - לא ידוע (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - לא מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - לא מרוצים - סך הכל (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - מרוצים (""מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - מרוצים (""מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מאיכות האוויר באזור המגורים - מרוצים - סך הכל (באחוזים),1
מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - לא ידוע (באחוזים),מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - לא ידוע (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - לא מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - לא מרוצים - סך הכל (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - מרוצים (""מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - מרוצים (""מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - מרוצים - סך הכל (באחוזים),1
מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - לא ידוע (באחוזים),מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - לא ידוע (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - לא מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - לא מרוצים - סך הכל (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - מרוצים (""מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - מרוצים (""מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מכמות מקומות החנייה באזור המגורים - מרוצים - סך הכל (באחוזים),1
מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - לא ידוע (באחוזים),מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - לא ידוע (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - לא מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - לא מרוצים - סך הכל (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - מרוצים (""מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - מרוצים (""מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מכמות מתקני האשפה באזור המגורים - מרוצים - סך הכל (באחוזים),1
מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - לא ידוע (באחוזים),מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - לא ידוע (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - לא מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - לא מרוצים - סך הכל (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - מרוצים (""מרוצה מאוד"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - מרוצים (""מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - מרוצים (""מרוצה"") (באחוזים)",1
מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון ממצב הכבישים באזור המגורים - מרוצים - סך הכל (באחוזים),1
מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - לא ידוע (באחוזים),מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - לא ידוע (באחוזים),1
"מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - לא מרוצים - (""בכלל לא מרוצה"") (באחוזים)",1
"מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)","מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - לא מרוצים - (""לא כל כך מרוצה"") (באחוזים)",1
